airport_id,name,city,country_id,iata,icao,latitude,longitude,altitude_ft,timezone_hrs,dst,tz,type,source
8499,Jackson County Reynolds Field,Jackson,288,JXN,KJXN,42.2597999573,-84.45939636230001,1001,-5.0,A,America/New_York,airport,OurAirports
1893,Ilopango International Airport,San Salvador,118,N,MSSS,13.69950008392334,-89.11990356445312,2021,-6.0,U,America/El_Salvador,airport,OurAirports
8195,Block Island State Airport,Block Island,288,BID,KBID,41.1680984497,-71.577796936,108,-5.0,A,America/New_York,airport,OurAirports
4309,Ancona Falconara Airport,Ancona,156,AOI,LIPY,43.616299,13.3623,49,1.0,E,Europe/Rome,airport,OurAirports
3319,Alice Springs Airport,Alice Springs,62,ASP,YBAS,-23.806699752807617,133.90199279785156,1789,9.5,N,Australia/Darwin,airport,OurAirports
9861,Sleap Airport,Shrewsbury,287,N,EGCV,52.8339004517,-2.77167010307,275,0.0,U,Europe/London,airport,OurAirports
492,London Luton Airport,London,287,LTN,EGGW,51.874698638916016,-0.3683330118656158,526,0.0,E,Europe/London,airport,OurAirports
13538,Namlea Airport,Namlea,151,NAM,WAPR,-3.235569953918457,127.0999984741211,41,9.0,N,N,airport,OurAirports
6870,Whitsunday Island Airport,Airlie Beach,62,WSY,YWHI,-20.27611,148.755,40,10.0,O,Australia/Brisbane,airport,OurAirports
4061,El Calafate Airport,El Calafate,59,FTE,SAWC,-50.2803,-72.053101,669,-3.0,N,America/Argentina/Rio_Gallegos,airport,OurAirports
2289,Chitose Air Base,Chitose,159,N,RJCJ,42.79449844359999,141.666000366,87,9.0,U,Asia/Tokyo,airport,OurAirports
4344,Yellowstone Regional Airport,Cody,288,COD,KCOD,44.520198822,-109.024002075,5102,-7.0,A,America/Denver,airport,OurAirports
6219,Lawas Airport,Lawas,181,LWY,WBGW,4.84917,115.407997,5,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports
6081,J F Mitchell Airport,Bequia,244,BQU,TVSB,12.9884004593,-61.2620010376,15,-4.0,U,America/St_Vincent,airport,OurAirports
6066,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,223,CJA,SPJR,-7.1391801834106445,-78.4894027709961,8781,-5.0,U,America/Lima,airport,OurAirports
3541,Marshall Army Air Field,Fort Riley,288,FRI,KFRI,39.05530167,-96.76450348,1065,-6.0,A,America/Chicago,airport,OurAirports
8509,Zephyrhills Municipal Airport,Zephyrhills,288,ZPH,KZPH,28.2282009125,-82.15589904790001,90,-5.0,A,America/New_York,airport,OurAirports
6860,Bungle Bungle Airport,Bungle Bungle,62,N,YBUU,-17.545299530029297,128.3070068359375,0,8.0,U,Australia/Perth,airport,OurAirports
9943,Emporia Greensville Regional Airport,Emporia,288,N,KEMV,36.6869010925293,-77.48280334472656,127,-5.0,A,N,airport,OurAirports
2287,New Chitose Airport,Sapporo,159,CTS,RJCC,42.77519989013672,141.69200134277344,82,9.0,U,Asia/Tokyo,airport,OurAirports
6714,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,288,ATK,PATQ,70.46730041503906,-157.43600463867188,96,-9.0,A,America/Anchorage,airport,OurAirports
11078,Neodesha Municipal Airport,Neodesha,288,N,K2K7,37.43539810180664,-95.64610290527344,841,-5.0,A,N,airport,OurAirports
8289,Waterbury Oxford Airport,Oxford,288,OXC,KOXC,41.47859954834,-73.135200500488,726,-5.0,A,America/New_York,airport,OurAirports
1100,Faranah Airport,Faranah,141,FAA,GUFH,10.0354995728,-10.7698001862,1476,0.0,N,Africa/Conakry,airport,OurAirports
4216,Missoula International Airport,Missoula,288,MSO,KMSO,46.91630173,-114.0910034,3206,-7.0,A,America/Denver,airport,OurAirports
1040,Kalemie Airport,Kalemie,100,FMI,FZRF,-5.8755598068237305,29.25,2569,2.0,U,Africa/Lubumbashi,airport,OurAirports
2778,Teniente General Gerardo Pérez Pinedo Airport,Atalaya,223,N,SPAY,-10.7291002274,-73.7665023804,751,-5.0,U,America/Lima,airport,OurAirports
2320,Gifu Airport,Gifu,159,QGU,RJNG,35.394100189208984,136.8699951171875,128,9.0,U,Asia/Tokyo,airport,OurAirports
4313,Taba International Airport,Taba,117,TCP,HETB,29.5877990723,34.7780990601,2415,2.0,U,Africa/Cairo,airport,OurAirports
1600,Bar Yehuda Airfield,Metzada,155,MTZ,LLMZ,31.32819938659668,35.38859939575195,-1266,2.0,E,Asia/Jerusalem,airport,OurAirports
12096,Bressaucourt Airport,Bressaucourt-Porrentruy,268,N,LSZQ,47.392677,7.028648,1866,1.0,E,N,airport,OurAirports
7380,Dourados Airport,Dourados,78,DOU,SSDO,-22.2019,-54.926601,1503,-4.0,S,America/Campo_Grande,airport,OurAirports
9162,Adamovka,Adamovka,234,N,UWOD,51.5,59.936111,0,5.0,N,Asia/Yekaterinburg,airport,OurAirports
5793,Corvo Airport,Corvo,226,CVU,LPCR,39.671501,-31.1136,0,-1.0,E,Atlantic/Azores,airport,OurAirports
38,Coronation Airport,Coronation,88,YCT,CYCT,52.0750007629,-111.444999695,2595,-7.0,A,America/Edmonton,airport,OurAirports
4218,Bundaberg Airport,Bundaberg,62,BDB,YBUD,-24.9039001465,152.319000244,107,10.0,O,Australia/Brisbane,airport,OurAirports
780,Wiesbaden Army Airfield,Wiesbaden,133,WIE,ETOU,50.049800872802734,8.325400352478027,461,1.0,E,Europe/Berlin,airport,OurAirports
11438,Camarillo Airport,Camarillo - CA,288,N,KCMA,34.21369934082031,-119.09400177001952,77,-8.0,A,N,airport,OurAirports
722,Örnsköldsvik Airport,Ornskoldsvik,267,OER,ESNO,63.40829849243164,18.989999771118164,354,1.0,E,Europe/Stockholm,airport,OurAirports
266,Ibadan Airport,Ibadan,209,IBA,DNIB,7.362460136413574,3.97832989692688,725,1.0,N,Africa/Lagos,airport,OurAirports
1411,Landivisiau Air Base,Landivisiau,127,LDV,LFRJ,48.53030014038086,-4.151639938354492,348,1.0,E,Europe/Paris,airport,OurAirports
3582,Long Beach /Daugherty Field/ Airport,Long Beach,288,LGB,KLGB,33.81769943,-118.1520004,60,-8.0,A,America/Los_Angeles,airport,OurAirports
1225,Ibiza Airport,Ibiza,261,IBZ,LEIB,38.8728981018,1.3731199502899998,24,1.0,E,Europe/Madrid,airport,OurAirports
1356,Perpignan-Rivesaltes (Llabanère) Airport,Perpignan,127,PGF,LFMP,42.74039840698242,2.8706700801849365,144,1.0,E,Europe/Paris,airport,OurAirports
3143,Mangalore International Airport,Mangalore,150,IXE,VOML,12.9612998962,74.8900985718,337,5.5,N,Asia/Calcutta,airport,OurAirports
7184,Elim Airport,Elim,288,ELI,PFEL,64.61470032,-162.2720032,162,-9.0,A,America/Anchorage,airport,OurAirports
96,Matagami Airport,Matagami,88,YNM,CYNM,49.76169967651367,-77.80280303955078,918,-5.0,A,America/Toronto,airport,OurAirports
8084,Mokuti Lodge Airport,Mokuti Lodge,199,OKU,FYMO,-18.81279945373535,17.05940055847168,3665,1.0,S,Africa/Windhoek,airport,OurAirports
3136,Cochin International Airport,Kochi,150,COK,VOCI,10.152,76.401901,30,5.5,N,Asia/Calcutta,airport,OurAirports
13011,[Duplicate] Illertissen see EDMI - ED-0425 location moved out-of-the way,Not Specified,206,N,XXXX,89.5,0.0001,0,0.0,U,N,airport,OurAirports
13426,Sakkyryr Airport,Batagay-Alyta,234,SUK,UEBS,67.792,130.394,1686,9.0,N,N,airport,OurAirports
11094,Bay City Municipal Airport,Bay City,288,BBC,KBYY,28.9733009338,-95.8635025024,45,-5.0,A,N,airport,OurAirports
948,Nova Lisboa Airport,Huambo,56,NOV,FNHU,-12.808899879455566,15.760499954223633,5587,1.0,N,Africa/Luanda,airport,OurAirports
514,Blackpool International Airport,Blackpool,287,BLK,EGNH,53.77170181274414,-3.0286099910736084,34,0.0,E,Europe/London,airport,OurAirports
4182,Taplejung Airport,Taplejung,201,TPJ,VNTJ,27.3509,87.69525,7990,5.75,N,Asia/Katmandu,airport,OurAirports
2751,Gustavo Vargas Airport,Tame,97,TME,SKTM,6.45108,-71.7603,1050,-5.0,U,America/Bogota,airport,OurAirports
13344,Costa Esmeralda Airport,Tola,207,ECI,MNCE,11.427542,-86.033361,84,-6.0,N,N,airport,OurAirports
6184,Hanimaadhoo Airport,Haa Dhaalu Atoll,182,HAQ,VRMH,6.744229793548584,73.17050170898438,4,5.0,U,Indian/Maldives,airport,OurAirports
1782,Tinson Pen Airport,Kingston,158,KTP,MKTP,17.98859977722168,-76.82379913330078,16,-5.0,U,America/Jamaica,airport,OurAirports
9403,Taszár Air Base,Columbus,288,TZR,LHTA,46.39310073852539,17.917499542236328,531,1.0,A,Europe/Budapest,airport,OurAirports
11832,Needles Airport,Needles,288,EED,KEED,34.7663002014,-114.623001099,983,,N,N,airport,OurAirports
508,Southend Airport,Southend,287,SEN,EGMC,51.5713996887207,0.6955559849739075,49,0.0,E,Europe/London,airport,OurAirports
5673,Nador International Airport,El Aroui,195,NDR,GMMW,34.988800048799995,-3.0282099247,574,0.0,N,Africa/Casablanca,airport,OurAirports
8553,Tri State Steuben County Airport,Angola,288,ANQ,KANQ,41.639702,-85.083504,995,-5.0,A,America/New_York,airport,OurAirports
3257,Fakfak Airport,Fak Fak,151,FKQ,WASF,-2.9201900959014893,132.26699829101562,462,9.0,N,Asia/Jayapura,airport,OurAirports
523,East Midlands Airport,East Midlands,287,EMA,EGNX,52.8311004639,-1.32806003094,306,0.0,E,Europe/London,airport,OurAirports
3744,Corpus Christi International Airport,Corpus Christi,288,CRP,KCRP,27.77039909362793,-97.5011978149414,44,-6.0,A,America/Chicago,airport,OurAirports
11012,Enterprise Municipal Airport,Enterprise,288,ETS,KEDN,31.29969978,-85.89990234,361,-5.0,A,N,airport,OurAirports
2175,King Hussein Air College,Mafraq,160,OMF,OJMF,32.3564,36.259201,2240,2.0,E,Asia/Amman,airport,OurAirports
24,St. Anthony Airport,St. Anthony,88,YAY,CYAY,51.3918991089,-56.083099365200006,108,-3.5,A,America/St_Johns,airport,OurAirports
254,Bouaké Airport,Bouake,103,BYK,DIBK,7.738800048828125,-5.073669910430908,1230,0.0,N,Africa/Abidjan,airport,OurAirports
6519,Niederoeblarn Airport,Niederoeblarn,63,N,LOGO,47.478298,14.0083,2142,1.0,E,Europe/Vienna,airport,OurAirports
7521,Yarmouth Airport,Yarmouth,88,YQI,CYQI,43.82690048217773,-66.08809661865234,141,-4.0,A,America/Halifax,airport,OurAirports
1461,Kasos Airport,Kasos,136,KSJ,LGKS,35.4213981628,26.9099998474,35,2.0,E,Europe/Athens,airport,OurAirports
2479,Laboulaye Airport,La Quiaca,59,N,SASQ,-34.1353988647,-63.36230087279999,449,-3.0,N,America/Cordoba,airport,OurAirports
2211,Mianwali Air Base,Mianwali,217,MWD,OPMI,32.5630989074707,71.5707015991211,690,5.0,N,Asia/Karachi,airport,OurAirports
3443,"Pine Bluff Regional Airport, Grider Field",Pine Bluff,288,PBF,KPBF,34.1731,-91.9356,206,-6.0,A,America/Chicago,airport,OurAirports
7584,Los Alamos Airport,Los Alamos,288,LAM,KLAM,35.8797988892,-106.268997192,7171,-7.0,A,America/Denver,airport,OurAirports
7204,Port Moller Airport,Cold Bay,288,PML,PAAL,56.0060005188,-160.561004639,20,-9.0,A,America/Anchorage,airport,OurAirports
6358,Enshi Airport,Enshi,95,ENH,ZHES,30.3202991486,109.48500061,1605,8.0,U,Asia/Shanghai,airport,OurAirports
1900,Maximo Gomez Airport,Ciego De Avila,105,AVI,MUCA,22.027099609375,-78.78959655761719,335,-5.0,U,America/Havana,airport,OurAirports
5653,Lodja Airport,Lodja,100,LJA,FZVA,-3.4170000553131104,23.450000762939453,1647,2.0,N,Africa/Lubumbashi,airport,OurAirports
592,Soesterberg Air Base,Soesterberg,203,UTC,EHSB,52.1273002625,5.27618980408,66,1.0,E,Europe/Amsterdam,airport,OurAirports
9935,Kualanamu International Airport,Medan,151,KNO,WIMM,3.642222,98.885278,23,7.0,N,Asia/Jakarta,airport,OurAirports
4013,LTS Pulau Redang Airport,Redang,181,RDN,WMPR,5.765279769897461,103.00700378417967,36,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports
753,[Duplicate] Giebelstadt Army Air Field,Giebelstadt,133,GHF,ETEU,49.6481018066,9.966489791870002,980,1.0,E,Europe/Berlin,airport,OurAirports
6020,San Fernando Airport,San Fernando,224,SFE,RPUS,16.595600128173828,120.3030014038086,13,8.0,N,Asia/Manila,airport,OurAirports
6283,Leonora Airport,Leonora,62,LNO,YLEO,-28.87809944152832,121.31500244140624,1217,8.0,O,Australia/Perth,airport,OurAirports
687,Gothenburg-Landvetter Airport,Gothenborg,267,GOT,ESGG,57.662799835205,12.279800415039,506,1.0,E,Europe/Stockholm,airport,OurAirports
2667,Pichoy Airport,Valdivia,94,ZAL,SCVD,-39.6500015259,-73.0860977173,59,-4.0,S,America/Santiago,airport,OurAirports
5870,Mana Island Airport,Mana Island,125,MNF,NFMA,-17.6730995178,177.098007202,0,12.0,U,Pacific/Fiji,airport,OurAirports
2367,Gangneung Airport (K-18),Kangnung,259,KAG,RKNN,37.753601,128.943915,35,9.0,U,Asia/Seoul,airport,OurAirports
322,Großenhain Airport,Suhl,133,N,EDAK,51.30805587768555,13.555556297302246,417,1.0,E,Europe/Berlin,airport,OurAirports
2207,Alama Iqbal International Airport,Lahore,217,LHE,OPLA,31.5216007232666,74.40360260009766,712,5.0,N,Asia/Karachi,airport,OurAirports
8215,Decatur County Industrial Air Park,Bainbridge,288,BGE,KBGE,30.9715004,-84.63739777,141,-5.0,A,America/New_York,airport,OurAirports
13480,Ejin Banner-Taolai Airport,Ejin Banner,95,EJN,ZBEN,42.0155,101.0005,3077,8.0,N,N,airport,OurAirports
3939,Sukhothai Airport,Sukhothai,274,THS,VTPO,17.238000869750977,99.81819915771484,179,7.0,U,Asia/Bangkok,airport,OurAirports
723,Piteå Airport,Pitea,267,N,ESNP,65.39830017089844,21.260799407958984,43,1.0,E,Europe/Stockholm,airport,OurAirports
2765,Capitán Av. Salvador Ogaya G. airport,Puerto Suarez,75,PSZ,SLPS,-18.975301,-57.820599,440,-4.0,U,America/La_Paz,airport,OurAirports
11939,Coveñas Airport,Coveñas,97,CVE,SKCV,9.40092,-75.6913,31,,N,N,airport,OurAirports
1543,Verona-Boscomantico Airport,Verona,156,N,LIPN,45.472,10.9279,286,1.0,E,Europe/Rome,airport,OurAirports
5797,Şanlıurfa Airport,Sanliurfa,279,SFQ,LTCH,37.09429931640625,38.84709930419922,1483,3.0,E,Europe/Istanbul,airport,OurAirports
5518,Points North Landing Airport,Points North Landing,88,YNL,CYNL,58.27669906616211,-104.08200073242188,1605,-6.0,N,America/Regina,airport,OurAirports
5942,Dera Ghazi Khan Airport,Dera Ghazi Khan,217,DEA,OPDG,29.961000442504883,70.48590087890625,492,5.0,N,Asia/Karachi,airport,OurAirports
3888,Soroako Airport,Soroako,151,SQR,WAWS,-2.5311999320983887,121.35800170898438,1388,8.0,N,Asia/Makassar,airport,OurAirports
134,Sherbrooke Airport,Sherbrooke,88,YSC,CYSC,45.4385986328125,-71.69139862060547,792,-5.0,A,America/Toronto,airport,OurAirports
66,Hudson Bay Airport,Hudson Bay,88,YHB,CYHB,52.8166999817,-102.310997009,1175,-6.0,N,America/Regina,airport,OurAirports
2296,Yamaguchi Ube Airport,Yamaguchi,159,UBJ,RJDC,33.930000305200004,131.279006958,23,9.0,U,Asia/Tokyo,airport,OurAirports
13435,Aarhus Seaplne Terminal,Aarhus,112,N,EKAC,56.151717,10.248428,0,2.0,E,N,airport,OurAirports
803,Grand Central Airport,Johannesburg,258,GCJ,FAGC,-25.986299514799995,28.1401004791,5325,2.0,U,Africa/Johannesburg,airport,OurAirports
9500,El Almendro Airport,Scranton,288,N,SCRT,-35.96055603027344,-71.7933349609375,486,-4.0,A,America/Santiago,airport,OurAirports
1905,Antonio Maceo International Airport,Santiago De Cuba,105,SCU,MUCU,19.96980094909668,-75.83540344238281,249,-5.0,U,America/Havana,airport,OurAirports
9821,Suntar Airport,Suntar,234,SUY,UENS,62.185001373291,117.63500213623,452,9.0,N,Asia/Yakutsk,airport,OurAirports
11203,Cáceres Airport,Caceres,78,CCX,SWKC,-16.04360008239746,-57.62990188598633,492,-4.0,S,N,airport,OurAirports
8831,Moomba Airport,Moomba,62,MOO,YOOM,-28.09939956665039,140.19700622558594,143,9.5,O,Australia/Adelaide,airport,OurAirports
8555,Warsaw Municipal Airport,Warsaw,288,N,KASW,41.27470016479492,-85.84010314941406,850,-5.0,A,America/New_York,airport,OurAirports
7020,Lakeland-Noble F. Lee Memorial field,Minocqua - Woodruff,288,ARV,KARV,45.92789841,-89.73090363,1629,-6.0,A,America/Chicago,airport,OurAirports
4009,Joe Foss Field Airport,Sioux Falls,288,FSD,KFSD,43.5820007324,-96.741897583,1429,-6.0,A,America/Chicago,airport,OurAirports
2514,Héroes De Malvinas Airport,Tandil,59,TDL,SAZT,-37.2374000549,-59.2279014587,574,-3.0,N,America/Buenos_Aires,airport,OurAirports
9794,Iraan Municipal Airport,Iraan,288,IRB,K2F0,30.9057006836,-101.891998291,2200,-6.0,A,America/Chicago,airport,OurAirports
7359,Villa Garzón Airport,Villa Garzon,97,VGZ,SKVG,0.978767,-76.6056,1248,-5.0,U,America/Bogota,airport,OurAirports
233,Ghriss Airport,Ghriss,54,MUW,DAOV,35.207698822021484,0.1471419930458068,1686,1.0,N,Africa/Algiers,airport,OurAirports
3663,Sacramento Executive Airport,Sacramento,288,SAC,KSAC,38.5125007629,-121.492996216,24,-8.0,A,America/Los_Angeles,airport,OurAirports
6500,Mason City Municipal Airport,Mason City,288,MCW,KMCW,43.157798767100005,-93.3312988281,1213,-6.0,A,America/Chicago,airport,OurAirports
2534,Barra do Garças Airport,Barra Do Garcas,78,BPG,SBBW,-15.8613004684,-52.3889007568,1147,-4.0,S,America/Campo_Grande,airport,OurAirports
3456,Kahului Airport,Kahului,288,OGG,PHOG,20.8986,-156.429993,54,-10.0,N,Pacific/Honolulu,airport,OurAirports
953,Menongue Airport,Menongue,56,SPP,FNME,-14.657600402832031,17.71980094909668,4469,1.0,N,Africa/Luanda,airport,OurAirports
1220,A Coruña Airport,La Coruna,261,LCG,LECO,43.302101,-8.37726,326,1.0,E,Europe/Madrid,airport,OurAirports
9409,Desert Aire Regional Airport,Mattawa,288,N,KM94,46.687401,-119.920998,586,-8.0,A,America/Los_Angeles,airport,OurAirports
1406,La Baule-Escoublac Airport,La Baule,127,LBY,LFRE,47.289398193359375,-2.346390008926392,105,1.0,E,Europe/Paris,airport,OurAirports
2804,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,223,TRU,SPRU,-8.08141040802002,-79.10880279541016,106,-5.0,U,America/Lima,airport,OurAirports
2585,Monte Dourado Airport,Almeirim,78,MEU,SBMD,-0.889839,-52.6022,677,-3.0,S,America/Belem,airport,OurAirports
1066,Saïss Airport,Fes,195,FEZ,GMFF,33.9272994995,-4.977960109709999,1900,0.0,N,Africa/Casablanca,airport,OurAirports
1203,Pula Airport,Pula,104,PUY,LDPL,44.89350128173828,13.922200202941896,274,1.0,E,Europe/Zagreb,airport,OurAirports
10378,Coondewanna Airport,Coondewanna,62,CJF,YCWA,-22.96669960022,118.81300354004,2300,8.0,N,N,airport,OurAirports
9255,Rakkestad Astorp Airport,Rakkestad,214,N,ENRK,59.397499,11.3469,400,1.0,E,Europe/Oslo,airport,OurAirports
3889,Pongtiku Airport,Makale,151,TTR,WAWT,-3.0447399616241,119.82199859619,2884,8.0,N,Asia/Makassar,airport,OurAirports
1826,General Rafael Buelna International Airport,Mazatlan,188,MZT,MMMZ,23.1613998413,-106.26599884,38,-7.0,S,America/Mazatlan,airport,OurAirports
3727,Lackland Air Force Base,San Antonio,288,SKF,KSKF,29.38419914,-98.58110046,691,-6.0,A,America/Chicago,airport,OurAirports
13762,Vumbura Airport,Vumburu,77,N,FBVM,-18.955395,22.814533,3185,2.0,N,N,airport,OurAirports
3229,Namsang Airport,Namsang,83,NMS,VYNS,20.890499114990234,97.73590087890624,3100,6.5,U,Asia/Rangoon,airport,OurAirports
7716,Dell Flight Strip,Dell,288,N,K4U9,44.7356987,-112.720001221,6007,-7.0,A,America/Denver,airport,OurAirports
1785,Jesús Terán Paredo International Airport,Aguascalientes,188,AGU,MMAS,21.705601,-102.318001,6112,-6.0,S,America/Mexico_City,airport,OurAirports
5769,Sheridan County Airport,Sheridan,288,SHR,KSHR,44.76919937133789,-106.9800033569336,4021,-7.0,A,America/Denver,airport,OurAirports
10105,El Dorado Springs Memorial Airport,El dorado springs,288,N,K87K,37.8567008972168,-93.99909973144533,931,-5.0,A,N,airport,OurAirports
1317,Moulins-Montbeugny Airport,Moulins,127,N,LFHY,46.53459930419922,3.423719882965088,915,1.0,E,Europe/Paris,airport,OurAirports
4280,Sedona Airport,Sedona,288,SDX,KSEZ,34.848598480225,-111.78800201416,4830,-7.0,A,America/Phoenix,airport,OurAirports
3416,Orlando Executive Airport,Orlando,288,ORL,KORL,28.5455,-81.332901,113,-5.0,A,America/New_York,airport,OurAirports
501,London Biggin Hill Airport,Biggin Hill,287,BQH,EGKB,51.33079910279999,0.0324999988079,598,0.0,E,Europe/London,airport,OurAirports
6287,Lismore Airport,Lismore,62,LSY,YLIS,-28.8302993774,153.259994507,35,10.0,O,Australia/Sydney,airport,OurAirports
1109,Arba Minch Airport,Arba Minch,122,AMH,HAAM,6.0393900871276855,37.59049987792969,3901,3.0,U,Africa/Addis_Ababa,airport,OurAirports
7450,Bugungu Airport,Pakuba,284,N,HUPA,2.2,31.55,2472,3.0,U,Africa/Kampala,airport,OurAirports
8713,Hola Airport,Hola,162,HOA,HKHO,-1.5219999551773071,40.00400161743164,195,3.0,U,Africa/Nairobi,airport,OurAirports
1507,Gioia Del Colle Air Base,Gioia Del Colle,156,N,LIBV,40.767799,16.9333,1187,1.0,E,Europe/Rome,airport,OurAirports
10940,Zhangjiakou Ningyuan Airport,Zhangjiakou,95,ZQZ,ZBZJ,40.7386016846,114.930000305,2347,8.0,N,N,airport,OurAirports
6037,Macaé Airport,Macaé,78,MEA,SBME,-22.343000412,-41.7659988403,8,-3.0,S,America/Sao_Paulo,airport,OurAirports
790,Alexander Bay Airport,Alexander Bay,258,ALJ,FAAB,-28.575001,16.5333,98,2.0,U,Africa/Johannesburg,airport,OurAirports
12133,Arnbruck Airport,Arnbruck,133,N,EDNB,49.12472152709961,12.985555648803713,1716,1.0,U,N,airport,OurAirports
13712,Engeløy Airport,Engeløy,214,N,ENEN,67.967222,14.9925,0,,N,N,airport,OurAirports
2734,Benito Salas Airport,Neiva,97,NVA,SKNV,2.95015,-75.294,1464,-5.0,U,America/Bogota,airport,OurAirports
2396,Yonaguni Airport,Yonaguni Jima,159,OGN,ROYN,24.46689987182617,122.97799682617188,70,9.0,U,Asia/Tokyo,airport,OurAirports
5800,Adıyaman Airport,Adiyaman,279,ADF,LTCP,37.7313995361,38.4688987732,2216,3.0,E,Europe/Istanbul,airport,OurAirports
4128,MBS International Airport,Saginaw,288,MBS,KMBS,43.532901763916016,-84.07959747314453,668,-5.0,A,America/New_York,airport,OurAirports
9780,Strother Field,Winfield,288,WLD,KWLD,37.168598175,-97.0375976562,1160,-6.0,A,America/Chicago,airport,OurAirports
13154,Perry Lefors Field,Pampa,288,PPA,KPPA,35.612998962402,-100.99600219727,3245,-5.0,A,N,airport,OurAirports
7558,Ulaangom Airport,Ulaangom,192,ULO,ZMUG,50.066588,91.938273,0,7.0,U,Asia/Hovd,airport,OurAirports
3729,Des Moines International Airport,Des Moines,288,DSM,KDSM,41.53400039672852,-93.66310119628906,958,-6.0,A,America/Chicago,airport,OurAirports
876,Zeerust Airport,Zeerust,258,N,FAZR,-25.599000930786133,26.042299270629883,4258,2.0,U,Africa/Johannesburg,airport,OurAirports
13227,Boolgeeda,Brockman,62,OCM,YBGD,-22.54,117.275,1871,8.0,O,N,airport,OurAirports
12030,Kingaroy Airport,,62,KGY,YKRY,-26.580799102783203,151.84100341796875,1492,,N,N,airport,OurAirports
1959,Rarotonga International Airport,Avarua,101,RAR,NCRG,-21.2026996613,-159.805999756,19,-10.0,U,Pacific/Rarotonga,airport,OurAirports
1652,Cluj-Napoca International Airport,Cluj-napoca,233,CLJ,LRCL,46.78519821166992,23.686199188232425,1036,2.0,E,Europe/Bucharest,airport,OurAirports
7911,Herrera Airport,Santo Domingo,115,HEX,MDHE,18.4696998596,-69.9693984985,190,-4.0,U,America/Santo_Domingo,airport,OurAirports
6102,Luhansk International Airport,Lugansk,285,VSG,UKCW,48.4174003601,39.3740997314,636,2.0,E,Europe/Kiev,airport,OurAirports
1028,Gemena Airport,Gemena,100,GMA,FZFK,3.23536992073,19.7712993622,1378,1.0,N,Africa/Kinshasa,airport,OurAirports
2260,Pingtung South Airport,Pingtung,271,N,RCDC,22.672399520874023,120.46199798583984,78,8.0,U,Asia/Taipei,airport,OurAirports
6090,Nakhchivan Airport,Nakhchivan,64,NAJ,UBBN,39.18880081176758,45.45840072631836,2863,4.0,E,Asia/Baku,airport,OurAirports
8147,Pembroke Airport,Pembroke,88,YTA,CYTA,45.86439895629883,-77.25170135498047,529,-5.0,A,America/Toronto,airport,OurAirports
102,Peace River Airport,Peace River,88,YPE,CYPE,56.226898,-117.446999,1873,-7.0,A,America/Edmonton,airport,OurAirports
14090,Yuanmou Air Base,Yuanmou,95,YUA,ZPYM,25.737499237061,101.88200378418,3810,,N,N,airport,OurAirports
6106,Ivano-Frankivsk International Airport,Ivano-Frankivsk,285,IFO,UKLI,48.88420104980469,24.68610000610352,919,2.0,E,Europe/Kiev,airport,OurAirports
11738,Lauenbrück Airport,Lauenbrueck,133,N,EDHU,53.20750045776367,9.57333278656006,98,1.0,E,N,airport,OurAirports
1199,RAF Akrotiri,Akrotiri,106,AKT,LCRA,34.590401,32.9879,76,0.0,E,Europe/London,airport,OurAirports
1952,Mayaguana Airport,Mayaguana,65,MYG,MYMM,22.379499,-73.013494,11,-5.0,U,America/Nassau,airport,OurAirports
8693,Oconomowoc Airport,Oconomowoc,288,N,0WI8,43.13890075683594,-88.47229766845703,885,-6.0,A,America/Chicago,airport,OurAirports
8300,West Georgia Regional O V Gray Field,Carrollton,288,N,KCTJ,33.63100051879883,-85.1520004272461,1161,-5.0,A,America/New_York,airport,OurAirports
7846,Arlington Municipal Airport,Arlington,288,N,KGKY,32.66389846801758,-97.09429931640624,628,-6.0,A,America/Chicago,airport,OurAirports
412,Kärdla Airport,Kardla,121,KDL,EEKA,58.99079895019531,22.830699920654297,18,2.0,E,Europe/Tallinn,airport,OurAirports
11936,Victoria Airport,Victoria,94,ZIC,SCTO,-38.245601654052734,-72.34860229492188,1148,,N,N,airport,OurAirports
13452,Monkey Bay Airport,Monkey Bay,180,MYZ,FWMY,-14.0836000443,34.9197006226,1580,2.0,N,N,airport,OurAirports
6954,Manzhouli Xijiao Airport,Manzhouli,95,NZH,ZBMZ,49.566667,117.33,2231,8.0,U,Asia/Shanghai,airport,OurAirports
2643,El Bosque Airport,Santiago,94,N,SCBQ,-33.561798095703125,-70.68840026855469,1844,-4.0,S,America/Santiago,airport,OurAirports
2328,Izumo Airport,Izumo,159,IZO,RJOC,35.4136009216,132.88999939,15,9.0,U,Asia/Tokyo,airport,OurAirports
1776,Toncontín International Airport,Tegucigalpa,145,TGU,MHTG,14.06089973449707,-87.21720123291016,3294,-6.0,U,America/Tegucigalpa,airport,OurAirports
1758,Cabo Rojo Airport,Cabo Rojo,115,CBJ,MDCR,17.929000854492188,-71.6447982788086,262,-4.0,U,America/Santo_Domingo,airport,OurAirports
3404,Zhoushuizi Airport,Dalian,95,DLC,ZYTL,38.9656982421875,121.53900146484376,107,8.0,U,Asia/Shanghai,airport,OurAirports
